pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
59,British Columbia,2021-02-24,230875,2021-02-24,,,,,1
48,Alberta,2021-02-24,186572,2021-02-23,,,,,1
47,Saskatchewan,2021-02-24,63345,2021-02-24,,,,,1
12,Nova Scotia,2021-02-24,29237,2021-02-22,,,,,1
46,Manitoba,2021-02-24,66372,2021-02-23,,,,,1
13,New Brunswick,2021-02-24,21144,2021-02-13,13646,7498,0,,1
10,Newfoundland and Labrador,2021-02-24,20285,2021-02-23,,,,,1
11,Prince Edward Island,2021-02-24,11630,2021-02-20,,,,,1
61,Northwest Territories,2021-02-24,16454,2021-02-20,,,,,0
62,Nunavut,2021-02-24,7073,2021-02-24,,,,,1
60,Yukon,2021-02-24,14364,2021-02-24,,,,,1
1,Canada,2021-02-24,1688564,2021-02-24,394313,271134,0,0,1
24,Quebec,2021-02-25,387076,2021-02-24,,,,,1
35,Ontario,2021-02-25,667842,2021-02-24,401643,266199,0,0,1
59,British Columbia,2021-02-25,239883,2021-02-25,,,,,1
48,Alberta,2021-02-25,195572,2021-02-24,,,,,1
47,Saskatchewan,2021-02-25,65436,2021-02-25,,,,,1
12,Nova Scotia,2021-02-25,30748,2021-02-23,,,,,1
46,Manitoba,2021-02-25,69060,2021-02-24,,,,,1
13,New Brunswick,2021-02-25,26288,2021-02-20,15261,11027,0,,1
10,Newfoundland and Labrador,2021-02-25,20285,2021-02-23,,,,,0
11,Prince Edward Island,2021-02-25,12176,2021-02-24,,,,,1
61,Northwest Territories,2021-02-25,16454,2021-02-20,,,,,0
62,Nunavut,2021-02-25,7257,2021-02-25,,,,,1
60,Yukon,2021-02-25,15174,2021-02-25,,,,,1
1,Canada,2021-02-25,1753251,2021-02-25,416904,277226,0,0,1
24,Quebec,2021-02-26,400538,2021-02-25,,,,,1
35,Ontario,2021-02-26,694025,2021-02-25,424422,269603,0,0,1
59,British Columbia,2021-02-26,252373,2021-02-26,,,,,1
48,Alberta,2021-02-26,207300,2021-02-25,,,,,1
47,Saskatchewan,2021-02-26,69451,2021-02-26,,,,,1
12,Nova Scotia,2021-02-26,32019,2021-02-24,,,,,1
46,Manitoba,2021-02-26,71469,2021-02-25,,,,,1
13,New Brunswick,2021-02-26,26288,2021-02-20,15261,11027,0,,0
10,Newfoundland and Labrador,2021-02-26,20285,2021-02-23,,,,,0
11,Prince Edward Island,2021-02-26,12176,2021-02-24,,,,,0
61,Northwest Territories,2021-02-26,16454,2021-02-20,,,,,0
62,Nunavut,2021-02-26,11084,2021-02-20,,,,,1
60,Yukon,2021-02-26,15174,2021-02-25,,,,,0
1,Canada,2021-02-26,1828636,2021-02-26,439683,280630,0,0,1
24,Quebec,2021-03-01,438815,2021-02-28,,,,,1
35,Ontario,2021-03-01,754745,2021-02-28,480996,273749,0,0,1
59,British Columbia,2021-03-01,275681,2021-03-01,,,,,1
48,Alberta,2021-03-01,235508,2021-02-28,,,,,1
47,Saskatchewan,2021-03-01,79289,2021-03-01,,,,,1
12,Nova Scotia,2021-03-01,32856,2021-02-28,,,,,1
46,Manitoba,2021-03-01,76670,2021-02-28,,,,,1
13,New Brunswick,2021-03-01,26288,2021-02-20,15261,11027,0,,0
10,Newfoundland and Labrador,2021-03-01,20285,2021-02-23,,,,,0
11,Prince Edward Island,2021-03-01,12176,2021-02-24,,,,,0
61,Northwest Territories,2021-03-01,16454,2021-02-20,,,,,0
62,Nunavut,2021-03-01,12487,2021-02-27,,,,,1
60,Yukon,2021-03-01,16071,2021-03-01,,,,,1
1,Canada,2021-03-01,1997325,2021-03-01,496257,284776,0,0,1
24,Quebec,2021-03-02,455328,2021-03-01,,,,,1
35,Ontario,2021-03-02,783558,2021-03-01,507626,275932,0,0,1
59,British Columbia,2021-03-02,283182,2021-03-02,,,,,1
48,Alberta,2021-03-02,245054,2021-03-01,,,,,1
47,Saskatchewan,2021-03-02,80236,2021-03-01,,,,,0
12,Nova Scotia,2021-03-02,33471,2021-03-02,,,,,1
46,Manitoba,2021-03-02,78205,2021-03-02,,,,,1
13,New Brunswick,2021-03-02,26288,2021-02-20,15261,11027,0,,0
10,Newfoundland and Labrador,2021-03-02,20285,2021-02-23,,,,,1
11,Prince Edward Island,2021-03-02,12596,2021-02-27,,,,,1
61,Northwest Territories,2021-03-02,19775,2021-03-01,,,,,1
62,Nunavut,2021-03-02,12487,2021-02-27,,,,,0
60,Yukon,2021-03-02,17168,2021-03-02,,,,,1
1,Canada,2021-03-02,2067633,2021-03-02,522887,286959,0,0,1
24,Quebec,2021-03-03,472710,2021-03-02,,,,,1
35,Ontario,2021-03-03,816235,2021-03-02,538562,277673,0,0,1
59,British Columbia,2021-03-03,289809,2021-03-03,,,,,1
48,Alberta,2021-03-03,255283,2021-03-02,,,,,1
47,Saskatchewan,2021-03-03,84090,2021-03-03,,,,,1
12,Nova Scotia,2021-03-03,35291,2021-03-02,,,,,0
46,Manitoba,2021-03-03,80171,2021-03-02,,,,,0
13,New Brunswick,2021-03-03,26288,2021-02-20,15261,11027,0,,0
10,Newfoundland and Labrador,2021-03-03,24757,2021-03-03,,,,,0
11,Prince Edward Island,2021-03-03,12596,2021-02-27,,,,,0
61,Northwest Territories,2021-03-03,19775,2021-02-27,,,,,1
62,Nunavut,2021-03-03,13393,2021-03-03,,,,,1
60,Yukon,2021-03-03,18158,2021-03-03,,,,,1
1,Canada,2021-03-03,2148556,2021-03-03,553823,288700,0,0,1
24,Quebec,2021-03-04,490504,2021-03-03,,,,,1
35,Ontario,2021-03-04,854089,2021-03-03,575114,278975,0,0,1
59,British Columbia,2021-03-04,298851,2021-03-04,,,,,1
48,Alberta,2021-03-04,266231,2021-03-03,,,,,1
47,Saskatchewan,2021-03-04,84090,2021-03-04,,,,,1
12,Nova Scotia,2021-03-04,37590,2021-03-03,,,,,1
46,Manitoba,2021-03-04,82579,2021-03-03,,,,,1
13,New Brunswick,2021-03-04,33808,2021-02-27,21676,12132,0,,1
10,Newfoundland and Labrador,2021-03-04,24757,2021-03-03,,,,,0
11,Prince Edward Island,2021-03-04,13281,2021-03-03,,,,,1
61,Northwest Territories,2021-03-04,19775,2021-02-27,,,,,0
62,Nunavut,2021-03-04,13753,2021-03-04,,,,,1
60,Yukon,2021-03-04,19437,2021-03-04,,,,,1
1,Canada,2021-03-04,2238745,2021-03-04,596790,291107,0,0,1
24,Quebec,2021-03-05,510479,2021-03-04,,,,,1
35,Ontario,2021-03-05,896287,2021-03-04,615595,280692,0,0,1
59,British Columbia,2021-03-05,311208,2021-03-05,,,,,1
48,Alberta,2021-03-05,275719,2021-03-04,,,,,1
47,Saskatchewan,2021-03-05,86879,2021-03-05,,,,,1
12,Nova Scotia,2021-03-05,38676,2021-03-04,,,,,1
46,Manitoba,2021-03-05,84937,2021-03-04,,,,,1
13,New Brunswick,2021-03-05,33808,2021-02-27,21676,12132,0,,0
10,Newfoundland and Labrador,2021-03-05,24757,2021-03-03,,,,,0
11,Prince Edward Island,2021-03-05,13281,2021-03-03,,,,,0
61,Northwest Territories,2021-03-05,19775,2021-02-27,,,,,0
62,Nunavut,2021-03-05,13911,2021-03-05,,,,,1
60,Yukon,2021-03-05,21097,2021-03-05,,,,,1
1,Canada,2021-03-05,2330814,2021-03-05,637271,292824,0,0,1
24,Quebec,2021-03-08,564302,2021-03-07,,,,,1
35,Ontario,2021-03-08,982245,2021-03-07,695890,286355,0,0,1
59,British Columbia,2021-03-08,333327,2021-03-08,,,,,1
48,Alberta,2021-03-08,297692,2021-03-07,,,,,1
47,Saskatchewan,2021-03-08,92776,2021-03-08,,,,,1
12,Nova Scotia,2021-03-08,39444,2021-03-07,,,,,1
46,Manitoba,2021-03-08,90927,2021-03-07,,,,,1
13,New Brunswick,2021-03-08,33808,2021-02-27,21676,12132,0,,0
10,Newfoundland and Labrador,2021-03-08,24757,2021-03-03,,,,,0
11,Prince Edward Island,2021-03-08,13281,2021-03-03,,,,,0
61,Northwest Territories,2021-03-08,19775,2021-02-27,,,,,0
62,Nunavut,2021-03-08,14664,2021-03-08,,,,,1
60,Yukon,2021-03-08,23521,2021-03-08,,,,,1
1,Canada,2021-03-08,2530519,2021-03-08,717566,298487,0,0,1
24,Quebec,2021-03-09,581028,2021-03-08,,,,,1
35,Ontario,2021-03-09,1018620,2021-03-08,728432,290188,0,0,1
59,British Columbia,2021-03-09,343381,2021-03-09,,,,,1
48,Alberta,2021-03-09,303823,2021-03-08,,,,,1
47,Saskatchewan,2021-03-09,93512,2021-03-09,,,,,1
12,Nova Scotia,2021-03-09,40231,2021-03-08,,,,,1
46,Manitoba,2021-03-09,92753,2021-03-08,,,,,1
13,New Brunswick,2021-03-09,33808,2021-02-27,21676,12132,0,,0
10,Newfoundland and Labrador,2021-03-09,24757,2021-03-03,,,,,1
11,Prince Edward Island,2021-03-09,14189,2021-03-06,,,,,1
61,Northwest Territories,2021-03-09,28208,2021-03-06,,,,,1
62,Nunavut,2021-03-09,14943,2021-03-09,,,,,1
60,Yukon,2021-03-09,24412,2021-03-09,,,,,1
1,Canada,2021-03-09,2613665,2021-03-09,750108,302320,0,0,1
24,Quebec,2021-03-10,599833,2021-03-09,,,,,1
35,Ontario,2021-03-10,1060577,2021-03-09,767612,292965,0,0,1
59,British Columbia,2021-03-10,355340,2021-03-10,,,,,1
48,Alberta,2021-03-10,308962,2021-03-09,,,,,1
47,Saskatchewan,2021-03-10,94386,2021-03-10,,,,,1
12,Nova Scotia,2021-03-10,42556,2021-03-09,,,,,1
46,Manitoba,2021-03-10,94785,2021-03-09,,,,,1
13,New Brunswick,2021-03-10,33808,2021-02-27,21676,12132,0,,0
10,Newfoundland and Labrador,2021-03-10,33621,2021-03-09,,,,,1
11,Prince Edward Island,2021-03-10,14189,2021-03-06,,,,,0
61,Northwest Territories,2021-03-10,28208,2021-03-06,,,,,0
62,Nunavut,2021-03-10,15419,2021-03-10,,,,,1
60,Yukon,2021-03-10,25574,2021-03-10,,,,,1
1,Canada,2021-03-10,2707258,2021-03-10,789288,305097,0,0,1
24,Quebec,2021-03-11,619060,2021-03-10,,,,,1
35,Ontario,2021-03-11,1106374,2021-03-10,812198,294176,0,0,1
59,British Columbia,2021-03-11,366791,2021-03-11,,,,,1
48,Alberta,2021-03-11,317574,2021-03-10,,,,,1
47,Saskatchewan,2021-03-11,95879,2021-03-11,,,,,1
12,Nova Scotia,2021-03-11,45149,2021-03-10,,,,,1
46,Manitoba,2021-03-11,97783,2021-03-10,,,,,1
13,New Brunswick,2021-03-11,38450,2021-03-06,26308,12142,0,,1
10,Newfoundland and Labrador,2021-03-11,33621,2021-03-09,,,,,0
11,Prince Edward Island,2021-03-11,15226,2021-03-10,,,,,1
61,Northwest Territories,2021-03-11,28208,2021-03-06,,,,,0
62,Nunavut,2021-03-11,15762,2021-03-11,,,,,1
60,Yukon,2021-03-11,26374,2021-03-11,,,,,1
1,Canada,2021-03-11,2806251,2021-03-11,838506,306318,0,0,1
24,Quebec,2021-03-12,648663,2021-03-11,,,,,1
35,Ontario,2021-03-12,1162093,2021-03-11,865678,296415,0,0,1
59,British Columbia,2021-03-12,380743,2021-03-12,,,,,1
48,Alberta,2021-03-12,333379,2021-03-11,,,,,1
47,Saskatchewan,2021-03-12,98571,2021-03-12,,,,,1
12,Nova Scotia,2021-03-12,46891,2021-03-11,,,,,1
46,Manitoba,2021-03-12,99842,2021-03-11,,,,,1
13,New Brunswick,2021-03-12,38450,2021-03-06,26308,12142,0,,0
10,Newfoundland and Labrador,2021-03-12,33621,2021-03-09,,,,,0
11,Prince Edward Island,2021-03-12,15226,2021-03-10,,,,,0
61,Northwest Territories,2021-03-12,28208,2021-03-06,,,,,0
62,Nunavut,2021-03-12,15889,2021-03-12,,,,,1
60,Yukon,2021-03-12,27738,2021-03-12,,,,,1
1,Canada,2021-03-12,2929314,2021-03-12,891986,308557,0,0,1
24,Quebec,2021-03-15,744108,2021-03-14,,,,,1
35,Ontario,2021-03-15,1287679,2021-03-14,987142,300537,0,0,1
59,British Columbia,2021-03-15,409103,2021-03-15,,,,,1
48,Alberta,2021-03-15,368124,2021-03-14,,,,,1
47,Saskatchewan,2021-03-15,104424,2021-03-15,,,,,1
12,Nova Scotia,2021-03-15,48077,2021-03-14,,,,,1
46,Manitoba,2021-03-15,106931,2021-03-14,,,,,1
13,New Brunswick,2021-03-15,38450,2021-03-06,26308,12142,0,,0
10,Newfoundland and Labrador,2021-03-15,33621,2021-03-09,,,,,0
11,Prince Edward Island,2021-03-15,15648,2021-03-11,,,,,1
61,Northwest Territories,2021-03-15,32074,2021-03-13,,,,,1
62,Nunavut,2021-03-15,16318,2021-03-15,,,,,1
60,Yukon,2021-03-15,29970,2021-03-15,,,,,1
1,Canada,2021-03-15,3234527,2021-03-15,1013450,312679,0,0,1
24,Quebec,2021-03-16,774600,2021-03-15,,,,,1
35,Ontario,2021-03-16,1346428,2021-03-15,1043855,302573,0,0,1
59,British Columbia,2021-03-16,424517,2021-03-16,,,,,1
48,Alberta,2021-03-16,379882,2021-03-15,,,,,1
47,Saskatchewan,2021-03-16,108669,2021-03-16,,,,,1
12,Nova Scotia,2021-03-16,50144,2021-03-15,,,,,1
46,Manitoba,2021-03-16,109875,2021-03-15,,,,,1
13,New Brunswick,2021-03-16,38450,2021-03-06,26308,12142,0,,0
10,Newfoundland and Labrador,2021-03-16,33621,2021-03-09,,,,,0
11,Prince Edward Island,2021-03-16,15999,2021-03-13,,,,,1
61,Northwest Territories,2021-03-16,32074,2021-03-13,,,,,0
62,Nunavut,2021-03-16,16873,2021-03-16,,,,,1
60,Yukon,2021-03-16,30569,2021-03-16,,,,,1
1,Canada,2021-03-16,3361701,2021-03-16,1070163,314715,0,0,1
24,Quebec,2021-03-17,804806,2021-03-16,,,,,1
35,Ontario,2021-03-17,1405756,2021-03-16,1101205,304551,0,0,1
59,British Columbia,2021-03-17,444140,2021-03-17,,,,,1
48,Alberta,2021-03-17,397492,2021-03-16,,,,,1
47,Saskatchewan,2021-03-17,112764,2021-03-17,,,,,1
12,Nova Scotia,2021-03-17,52352,2021-03-16,,,,,1
46,Manitoba,2021-03-17,113275,2021-03-16,,,,,1
13,New Brunswick,2021-03-17,38450,2021-03-06,26308,12142,0,,0
10,Newfoundland and Labrador,2021-03-17,46053,2021-03-16,,,,,1
11,Prince Edward Island,2021-03-17,15999,2021-03-13,,,,,0
61,Northwest Territories,2021-03-17,32074,2021-03-13,,,,,0
62,Nunavut,2021-03-17,17442,2021-03-17,,,,,1
60,Yukon,2021-03-17,31174,2021-03-17,,,,,1
1,Canada,2021-03-17,3511777,2021-03-17,1127513,316693,0,0,1
24,Quebec,2021-03-18,832469,2021-03-17,,,,,1
35,Ontario,2021-03-18,1467791,2021-03-17,1160438,307353,0,0,1
59,British Columbia,2021-03-18,465584,2021-03-18,,,,,1
48,Alberta,2021-03-18,418663,2021-03-17,,,,,1
47,Saskatchewan,2021-03-18,118195,2021-03-18,,,,,1
12,Nova Scotia,2021-03-18,55176,2021-03-17,,,,,1
46,Manitoba,2021-03-18,118069,2021-03-17,,,,,1
13,New Brunswick,2021-03-18,51323,2021-03-13,39168,12155,0,,1
10,Newfoundland and Labrador,2021-03-18,46053,2021-03-16,,,,,0
11,Prince Edward Island,2021-03-18,16779,2021-03-17,,,,,1
61,Northwest Territories,2021-03-18,32074,2021-03-13,,,,,0
62,Nunavut,2021-03-18,17811,2021-03-18,,,,,1
60,Yukon,2021-03-18,31174,2021-03-17,,,,,0
1,Canada,2021-03-18,3671161,2021-03-18,1199606,319508,0,0,1
24,Quebec,2021-03-19,872459,2021-03-18,,,,,1
35,Ontario,2021-03-19,1528218,2021-03-18,1218635,309583,0,0,1
59,British Columbia,2021-03-19,490022,2021-03-19,,,,,1
48,Alberta,2021-03-19,439069,2021-03-18,,,,,1
47,Saskatchewan,2021-03-19,125062,2021-03-19,,,,,1
12,Nova Scotia,2021-03-19,58036,2021-03-18,,,,,1
46,Manitoba,2021-03-19,123144,2021-03-18,,,,,1
13,New Brunswick,2021-03-19,51323,2021-03-13,39168,12155,0,,0
10,Newfoundland and Labrador,2021-03-19,46053,2021-03-16,,,,,0
11,Prince Edward Island,2021-03-19,16779,2021-03-17,,,,,0
61,Northwest Territories,2021-03-19,32074,2021-03-13,,,,,0
62,Nunavut,2021-03-19,17997,2021-03-19,,,,,1
60,Yukon,2021-03-19,32350,2021-03-19,,,,,1
1,Canada,2021-03-19,3832586,2021-03-19,1257803,321738,0,0,1
24,Quebec,2021-03-22,966566,2021-03-21,,,,,1
35,Ontario,2021-03-22,1652983,2021-03-21,1339140,313843,0,0,1
59,British Columbia,2021-03-22,539408,2021-03-22,,,,,1
48,Alberta,2021-03-22,487493,2021-03-21,,,,,1
47,Saskatchewan,2021-03-22,144171,2021-03-22,,,,,1
12,Nova Scotia,2021-03-22,58036,2021-03-18,,,,,0
46,Manitoba,2021-03-22,136329,2021-03-19,,,,,1
13,New Brunswick,2021-03-22,51323,2021-03-13,39168,12155,0,,0
10,Newfoundland and Labrador,2021-03-22,46053,2021-03-16,,,,,0
11,Prince Edward Island,2021-03-22,16779,2021-03-17,,,,,0
61,Northwest Territories,2021-03-22,35397,2021-03-20,,,,,1
62,Nunavut,2021-03-22,18327,2021-03-22,,,,,1
60,Yukon,2021-03-22,33140,2021-03-22,,,,,1
1,Canada,2021-03-22,4186005,2021-03-22,1378308,325998,0,0,1
24,Quebec,2021-03-23,993102,2021-03-22,,,,,1
35,Ontario,2021-03-23,1727077,2021-03-22,1410544,316533,0,0,1
59,British Columbia,2021-03-23,557508,2021-03-23,,,,,1
48,Alberta,2021-03-23,497280,2021-03-22,,,,,1
47,Saskatchewan,2021-03-23,149209,2021-03-23,,,,,1
12,Nova Scotia,2021-03-23,66287,2021-03-22,,,,,1
46,Manitoba,2021-03-23,139591,2021-03-22,,,,,1
13,New Brunswick,2021-03-23,51323,2021-03-13,39168,12155,0,,0
10,Newfoundland and Labrador,2021-03-23,46053,2021-03-16,,,,,0
11,Prince Edward Island,2021-03-23,18632,2021-03-20,,,,,1
61,Northwest Territories,2021-03-23,35397,2021-03-20,,,,,0
62,Nunavut,2021-03-23,18719,2021-03-23,,,,,1
60,Yukon,2021-03-23,33443,2021-03-23,,,,,1
1,Canada,2021-03-23,4333621,2021-03-23,1449712,328688,0,0,1
24,Quebec,2021-03-24,1024713,2021-03-23,,,,,1
35,Ontario,2021-03-24,1807632,2021-03-23,1489071,318561,0,0,1
59,British Columbia,2021-03-24,582634,2021-03-24,,,,,1
48,Alberta,2021-03-24,512248,2021-03-23,,,,,1
47,Saskatchewan,2021-03-24,151507,2021-03-24,,,,,1
12,Nova Scotia,2021-03-24,71733,2021-03-23,,,,,1
46,Manitoba,2021-03-24,146529,2021-03-23,,,,,1
13,New Brunswick,2021-03-24,51323,2021-03-13,39168,12155,0,,0
10,Newfoundland and Labrador,2021-03-24,55231,2021-03-23,,,,,1
11,Prince Edward Island,2021-03-24,18632,2021-03-20,,,,,0
61,Northwest Territories,2021-03-24,35397,2021-03-20,,,,,0
62,Nunavut,2021-03-24,19113,2021-03-24,,,,,1
60,Yukon,2021-03-24,33603,2021-03-24,,,,,1
1,Canada,2021-03-24,4510295,2021-03-24,1528239,330716,0,0,1
24,Quebec,2021-03-25,1065823,2021-03-24,,,,,1
35,Ontario,2021-03-25,1891961,2021-03-24,1570586,321375,0,0,1
59,British Columbia,2021-03-25,610671,2021-03-25,,,,,1
48,Alberta,2021-03-25,532171,2021-03-24,,,,,1
47,Saskatchewan,2021-03-25,155754,2021-03-25,,,,,1
12,Nova Scotia,2021-03-25,77431,2021-03-24,,,,,1
46,Manitoba,2021-03-25,152339,2021-03-24,,,,,1
13,New Brunswick,2021-03-25,61774,2021-03-20,49610,12164,0,,1
10,Newfoundland and Labrador,2021-03-25,55231,2021-03-23,,,,,0
11,Prince Edward Island,2021-03-25,20258,2021-03-24,,,,,1
61,Northwest Territories,2021-03-25,35397,2021-03-20,,,,,0
62,Nunavut,2021-03-25,19494,2021-03-25,,,,,1
60,Yukon,2021-03-25,33603,2021-03-25,,,,,1
1,Canada,2021-03-25,4711907,2021-03-25,1620196,333539,0,0,1
24,Quebec,2021-03-26,1121958,2021-03-25,,,,,1
35,Ontario,2021-03-26,1970437,2021-03-25,1646697,323740,0,0,1
59,British Columbia,2021-03-26,637856,2021-03-26,,,,,1
48,Alberta,2021-03-26,558763,2021-03-25,,,,,1
47,Saskatchewan,2021-03-26,162695,2021-03-26,,,,,1
12,Nova Scotia,2021-03-26,83148,2021-03-25,,,,,1
46,Manitoba,2021-03-26,157399,2021-03-25,,,,,1
13,New Brunswick,2021-03-26,61774,2021-03-20,49610,12164,0,,0
10,Newfoundland and Labrador,2021-03-26,55231,2021-03-23,,,,,0
11,Prince Edward Island,2021-03-26,20258,2021-03-24,,,,,0
61,Northwest Territories,2021-03-26,35397,2021-03-20,,,,,0
62,Nunavut,2021-03-26,19669,2021-03-26,,,,,1
60,Yukon,2021-03-26,34003,2021-03-26,,,,,1
1,Canada,2021-03-26,4918588,2021-03-26,1696307,335904,0,0,1
24,Quebec,2021-03-29,1261855,2021-03-28,,,,,1
35,Ontario,2021-03-29,2157649,2021-03-28,1827566,330083,0,0,1
59,British Columbia,2021-03-29,699092,2021-03-29,,,,,1
48,Alberta,2021-03-29,608032,2021-03-28,,,,,1
47,Saskatchewan,2021-03-29,179800,2021-03-29,,,,,1
12,Nova Scotia,2021-03-29,89194,2021-03-28,,,,,1
46,Manitoba,2021-03-29,173548,2021-03-28,,,,,1
13,New Brunswick,2021-03-29,61774,2021-03-20,49610,12164,0,,0
10,Newfoundland and Labrador,2021-03-29,55231,2021-03-23,,,,,0
11,Prince Edward Island,2021-03-29,20258,2021-03-24,,,,,0
61,Northwest Territories,2021-03-29,37655,2021-03-27,,,,,1
62,Nunavut,2021-03-29,20001,2021-03-29,,,,,1
60,Yukon,2021-03-29,34381,2021-03-29,,,,,1
1,Canada,2021-03-29,5398470,2021-03-29,1877176,342247,0,0,1
24,Quebec,2021-03-30,1305840,2021-03-29,,,,,1
35,Ontario,2021-03-30,2247892,2021-03-29,1915190,332702,0,0,1
59,British Columbia,2021-03-30,724193,2021-03-30,,,,,1
48,Alberta,2021-03-30,620009,2021-03-29,,,,,1
47,Saskatchewan,2021-03-30,184436,2021-03-30,,,,,1
12,Nova Scotia,2021-03-30,94373,2021-03-29,,,,,1
46,Manitoba,2021-03-30,178281,2021-03-29,,,,,1
13,New Brunswick,2021-03-30,61774,2021-03-20,49610,12164,0,,0
10,Newfoundland and Labrador,2021-03-30,55231,2021-03-23,,,,,1
11,Prince Edward Island,2021-03-30,21712,2021-03-27,,,,,1
61,Northwest Territories,2021-03-30,37655,2021-03-27,,,,,0
62,Nunavut,2021-03-30,20569,2021-03-30,,,,,1
60,Yukon,2021-03-30,34828,2021-03-30,,,,,1
1,Canada,2021-03-30,5586793,2021-03-30,1964800,344866,0,0,1
24,Quebec,2021-03-31,1349326,2021-03-30,,,,,1
35,Ontario,2021-03-31,2334353,2021-03-30,1998657,335696,0,0,1
59,British Columbia,2021-03-31,756080,2021-03-31,,,,,1
48,Alberta,2021-03-31,634997,2021-03-30,,,,,1
47,Saskatchewan,2021-03-31,192927,2021-03-31,,,,,1
12,Nova Scotia,2021-03-31,100832,2021-03-30,,,,,1
46,Manitoba,2021-03-31,183563,2021-03-30,,,,,1
13,New Brunswick,2021-03-31,61774,2021-03-20,49610,12164,0,,0
10,Newfoundland and Labrador,2021-03-31,69851,2021-03-30,,,,,1
11,Prince Edward Island,2021-03-31,21712,2021-03-27,,,,,0
61,Northwest Territories,2021-03-31,37655,2021-03-27,,,,,0
62,Nunavut,2021-03-31,20815,2021-03-31,,,,,1
60,Yukon,2021-03-31,35114,2021-03-31,,,,,1
1,Canada,2021-03-31,5798999,2021-03-31,2048267,347860,0,0,1
24,Quebec,2021-04-01,1391649,2021-03-31,,,,,1
35,Ontario,2021-04-01,2424183,2021-03-31,2085158,339025,0,0,1
59,British Columbia,2021-04-01,788249,2021-04-01,,,,,1
48,Alberta,2021-04-01,653010,2021-03-31,,,,,1
47,Saskatchewan,2021-04-01,200633,2021-04-01,,,,,1
12,Nova Scotia,2021-04-01,106623,2021-03-31,,,,,1
46,Manitoba,2021-04-01,191029,2021-03-31,,,,,1
13,New Brunswick,2021-04-01,92373,2021-03-27,80178,12195,0,,1
10,Newfoundland and Labrador,2021-04-01,69851,2021-03-30,,,,,1
11,Prince Edward Island,2021-04-01,25153,2021-03-31,,,,,1
61,Northwest Territories,2021-04-01,37655,2021-03-27,,,,,0
62,Nunavut,2021-04-01,21012,2021-04-01,,,,,1
60,Yukon,2021-04-01,35470,2021-04-01,,,,,1
1,Canada,2021-04-01,6036890,2021-04-01,2165336,351220,0,0,1
24,Quebec,2021-04-06,1592197,2021-04-05,,,,,1
35,Ontario,2021-04-06,2787413,2021-04-05,2443193,344220,0,0,1
59,British Columbia,2021-04-06,912056,2021-04-05,,,,,1
48,Alberta,2021-04-06,734403,2021-04-06,,,,,1
47,Saskatchewan,2021-04-06,227471,2021-04-05,,,,,1
12,Nova Scotia,2021-04-06,116436,2021-04-06,,,,,1
46,Manitoba,2021-04-06,216718,2021-04-05,,,,,1
13,New Brunswick,2021-04-06,92373,2021-03-27,80178,12195,0,,0
10,Newfoundland and Labrador,2021-04-06,90575,2021-04-04,,,,,1
11,Prince Edward Island,2021-04-06,27448,2021-04-05,,,,,1
61,Northwest Territories,2021-04-06,38574,2021-04-03,,,,,1
62,Nunavut,2021-04-06,21763,2021-04-03,,,,,1
60,Yukon,2021-04-06,35550,2021-04-03,23414,12136,,,1
1,Canada,2021-04-06,6892977,2021-04-06,2546785,368551,0,0,1
24,Quebec,2021-04-07,1636310,2021-04-06,,,,,1
35,Ontario,2021-04-07,2898084,2021-04-06,2551008,347075,1,0,1
59,British Columbia,2021-04-07,946096,2021-04-07,,,,,1
48,Alberta,2021-04-07,755831,2021-04-06,,,,,0
47,Saskatchewan,2021-04-07,234209,2021-04-07,,,,,1
12,Nova Scotia,2021-04-07,123166,2021-04-07,,,,,1
46,Manitoba,2021-04-07,222130,2021-04-07,,,,,1
13,New Brunswick,2021-04-07,92373,2021-03-27,80178,12195,0,,0
10,Newfoundland and Labrador,2021-04-07,92235,2021-04-06,,,,,1
11,Prince Edward Island,2021-04-07,27448,2021-04-03,,,,,1
61,Northwest Territories,2021-04-07,38574,2021-04-06,,,,,1
62,Nunavut,2021-04-07,22298,2021-04-07,,,,,1
60,Yukon,2021-04-07,35550,2021-04-03,23414,12136,,,0
1,Canada,2021-04-07,7124304,2021-04-07,2654600,371406,1,0,1
24,Quebec,2021-04-08,1685046,2021-04-07,,,,,1
35,Ontario,2021-04-08,3004374,2021-04-07,2654241,350131,2,0,1
59,British Columbia,2021-04-08,985001,2021-04-08,,,,,1
48,Alberta,2021-04-08,779817,2021-04-07,,,,,1
47,Saskatchewan,2021-04-08,244646,2021-04-08,,,,,1
12,Nova Scotia,2021-04-08,129809,2021-04-07,,,,,0
46,Manitoba,2021-04-08,234509,2021-04-07,,,,,0
13,New Brunswick,2021-04-08,123190,2021-04-03,110912,12278,0,,1
